"SITE","STONE","DISC_CIRC","DISC_WHEN","DISC_WHO","SUBSQ_HIST","CURRENT_SEtting","CURRENT_LOcation","LOC_NOTES","MON_FORM","FORM_NOTES","COMPLETENEss","PRESERVATIon","PRESCONDNOtes","M_SOURCE","M_HEIGHT","M_HT_STATUs","M_WIDTH","M_WDTH_STAtus","M_THICKNESs","M_THCK_STAtus","I_SOURCE","I_HT_FEET","I_HT_INCHEs","I_HT_STATUs","I_WD_FEET","I_WD_INCHEs","I_WDTH_STAtus","I_TH_FEET","I_TH_INCHEs","I_THCK_STAtus","STONE_TYPE","NO_CARVED","DECOR_NOTEs","VISITED"
BRAGH,1,recognised,1931,"T.F. O'Sullivan",,lost,lost,,inc,,inc,inc,,Cuppage/etal/1986,,n/a,,n/a,,n/a,converted,,,n/a,,,n/a,,,n/a,,0,,
BRAGH,2,recognised,1931,"T.F. O'Sullivan",,"in ground",other,,pilsp,,complete,good,,Cuppage/etal/1986,1.31,actual,0.47,actual,0.12,actual,converted,4,3.5,actual,1,6.5,actual,0,4.75,actual,,0,,
BRATT,1,recognised,1891,"F.R. Coles",,"in ground",earliest,,nboul,,frgmntry,some,,Forsyth/1996,1.07,actual,1.27,actual,0.91,actual,converted,3,6.25,actual,4,2,actual,2,11.75,actual,,1,,
BRAW1,1,recognised,1873,"Harris, Mr.",,"on ground",other,,pilsp,,incomplete,some,,converted,2.69,actual,0.84,actual,0.56,actual,Macalister/1945,8,10,actual,2,9,actual,1,10,actual,,0,,
BRAW2,1,recognised,1936,"Gwyther, Mr T.",,"on ground",other,,pilsp,,incomplete,some,,converted,0.61,actual,0.42,actual,0.13,actual,Macalister,2,0,actual,1,4.5,actual,0,5,actual,,0,,
BRAW3,1,"first mentioned",1680,"Lhwyd, E.",,unattch,other,,pilsp,,complete,some,,converted,2.06,actual,0.53,actual,0.38,actual,Macalister/1945,6,9,actual,1,9,actual,1,3,actual,,0,,
BRAW4,1,"first mentioned",1896,"Williams, Mr.",,unattch,other,,pilsp,,complete,some,,converted,1.47,actual,0.36,actual,0.33,actual,Macalister/1945,4,10,actual,1,2,actual,1,1,actual,,0,,
BRCKN,1,"first mentioned",1848,Hitchcock,,lost,lost,,inc,,inc,n/a,,converted,,n/a,,n/a,,n/a,Macalister/1945,,,n/a,,,n/a,,,n/a,,0,,
BREAS,1,"first mentioned",1874,"S. Ferguson",,"in ground",earliest,,rpmeg,,complete,some,,converted,3.66,actual,0.76,actual,,actual,Macalister/1945,12,0,actual,2,6,actual,2,,actual,,0,,
BREAY,1,"first mentioned",1852,"E. Charlton",,"in ground",other,,slbcr,,complete,good,,Forsyth/1996,1.15,visible,0.4,actual,0.05,actual,converted,3,9.25,visible,1,3.75,actual,0,2,actual,,2,,
BRHAM,1,inc,,inc,,"on ground",other,,ind,,incomplete,some,,converted,1.02,actual,0.38,actual,0.33,actual,Macalister/1945,3,4,actual,1,3,actual,1,1,actual,,1,,
BRHGW,1,"first mentioned",1872,"S. Ferguson",,"in struct","on site",,slbns,,complete,good,,converted,0.41,visible,0.34,visible,,n/a,Macalister/1949,1,4.25,visible,1,1.5,visible,,,n/a,,0,,
BRHKL,1,"first mentioned",1962,"E. Rynne",,unattch,museum,,fragy,,frgmntry,poor,,converted,,n/a,,n/a,,n/a,McManus/1962,,,inc,,,inc,,,inc,,0,,
BRIDE,1,"arch excav",1911,"P.M.C. Kermode",,"in display",museum,,slbcr,,frgmntry,good,,converted,0.58,actual,0.51,actual,,actual,Kermode/1911-1912,1,11,actual,1,8,actual,,1.5,actual,,1,,
BRIDL,1,"first mentioned",1860,"Jones, H. L.",,"in ground","on site",,pilsc,,complete,good,,converted,2.29,visible,0.66,actual,0.17,actual,Macalister/1945,7,6,visible,2,2,actual,0,6.5,actual,,1,,
BRMOU,1,"first mentioned",1850,"M. Casey",,lost,lost,,inc,,inc,inc,,converted,,uncertain,,uncertain,,n/a,Windele/1850,3,,uncertain,3,,uncertain,2,,n/a,,0,,
BROD,1,"non-arch dig",1781,inc,,"in ground",other,,slbcr,,incomplete,some,,Forsyth/1996,1.87,actual,1.9,actual,0.95,actual,converted,6,1.5,actual,6,2.75,actual,3,1.5,actual,,2,,
BRUGH,1,"first mentioned",1857,"Callwell, Rev. J.",,inc,museum,,slbns,,complete,good,,converted,0.69,actual,0.36,actual,0,inc,Macalister/1949,2,3,actual,1,2,actual,0,0,inc,,0,,
BRYNK,1,recognised,1902,unknown,,"in ground",other,,pillp,,complete,good,,converted,1.02,visible,1.09,actual,0.36,actual,Macalister/1945,3,4,visible,3,7,actual,1,2,actual,,0,,
BTOBR,1,"first mentioned",1878,"G. Petrie",,"in struct",earliest,,pilsp,,frgmntry,some,,converted,0.84,actual,0.23,actual,,actual,Macalister/1945,2,9,actual,0,9,actual,,3,actual,,0,,
BUCKM,1,"first mentioned",1982,unknown,,"in ground","on site",,pilsp,,complete,good,,Okasha/1993,1.73,visible,0.31,actual,0.34,actual,converted,5,8,visible,1,0.25,actual,1,1.5,actual,,1,,
BUKIL,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BURGA,1,recognised,,Windele,,lost,lost,,block,,inc,poor,,converted,1.07,actual,0.48,actual,0.23,actual,Macalister/1945,3,6,actual,1,7,actual,0,9,actual,,0,,
BURIN,1,"arch excav",1870,"Dr W. Traill",,"in display",museum,,slbcr,,complete,poor,,Forsyth/1996,0.7,actual,0.39,actual,0.05,actual,converted,2,3.5,actual,1,3.25,actual,0,2,actual,,0,,
BURNF,1,"first mentioned",1835,"J. Windele, A.Abell",,inc,lost,,block,,incomplete,inc,,converted,1.68,actual,0.48,actual,0.2,actual,Macalister/1945,5,6,actual,1,7,actual,0,8,actual,,0,,
BWEEN,1,recognised,1855,"rev. J. Goodman",,"on ground","on site",,fragy,,frgmntry,some,,converted,1.42,actual,0.57,actual,0.23,actual,Hitchcock/1856,4,8,actual,1,10.5,actual,0,9,actual,,0,,
CACHU,1,"first mentioned",1949,"R.A.S. Macalister",,"in ground",earliest,,slbcr,,complete,good,,converted,0.86,actual,0.89,actual,0.15,actual,Macalister/1949,2,11,actual,1,6,actual,0,6,actual,,1,,
CALDY,1,"non-arch dig",1810,workmen,,"in display","on site",,pillc,,incomplete,good,,converted,1.73,actual,0.41,actual,0.1,actual,Macalister/1945,5,8,actual,1,4,actual,0,4,actual,,4,,
CAMP,1,"first mentioned",1858,"Archdeacon Rowan",,"on ground",earliest,,slbcr,,incomplete,inc,,Cuppage/etal/1986,3.4,actual,1.8,actual,0.5,actual,converted,11,1.75,actual,5,10.75,actual,1,7.75,actual,,1,,
CAMP,2,recognised,1850,"Mr Day",,"on ground",earliest,,pilsp,,incomplete,some,,Cuppage/etal/1986,1.25,actual,0.48,actual,0.2,actual,converted,4,1.25,actual,1,7,actual,0,7.75,actual,,0,,
CARDM,1,"in/on structure",1872,"W. Iago",,"in ground",other,,fccB6,,complete,some,,converted,2.55,visible,0.81,actual,,uncertain,Macalister/1949,8,4.25,visible,2,8,actual,,10,uncertain,,4,,
CARDM,2,recognised,1901,Langdon,,"in ground","on site",,pilsp,,complete,some,,Okasha/1993,1.95,visible,0.42,actual,0.4,actual,Macalister/1945,6,7,visible,1,5,actual,1,4,actual,,1,,
CAREW,1,"first mentioned",1810,Fenton,,"in ground",inc,,fccC8e1,,complete,good,,converted,4.11,visible,1.27,actual,0.33,actual,Nash-Williams/1950,13,6,visible,4,2,actual,1,1,actual,,4,,
CARHA,1,"non-arch dig",1906,"J.J. O'Crowley",,inc,inc,,pilsp,,frgmntry,some,,converted,1.07,actual,0.23,actual,,actual,Macalister/1945,3,6,actual,0,9,actual,,4,actual,,0,,
CARHA,2,recognised,1906,"J.J. O'Crowley",,inc,inc,,pilsp,,incomplete,some,,converted,0.79,actual,0.2,actual,0.18,actual,Macalister/1945,2,7,actual,0,8,actual,0,7,actual,,0,,
CARHA,3,recognised,1976,"J.P. McCarthy",,"on ground",earliest,,pilsp,,inc,inc,,Power/etal/1992,,n/a,,n/a,,n/a,converted,,,n/a,,,n/a,,,n/a,,0,,
CARIN,1,recognised,1939,"P.F. O'Neill",,"in ground","on site",,pilsp,,incomplete,some,,converted,1.37,actual,,actual,,actual,Macalister/1945,4,6,actual,1,,actual,,8,actual,,0,,
CATEM,1,"arch excav",1986,"P. Wallace et al",,inc,museum,,ind,,frgmntry,inc,,Wallace/Timoney/1987,0.17,actual,0.26,actual,0.07,actual,converted,0,6.75,actual,0,10.25,actual,0,2.75,actual,,0,,
CBBRN,1,"first mentioned",1822,"G. Petrie",,"in ground",earliest,,slbcr,,incomplete,some,,converted,0.86,actual,0.74,actual,0.11,actual,Macalister/1949,2,10,actual,2,5,actual,0,4.5,actual,,1,,
CBBRN,2,"first mentioned",1869,"G. Petrie",,lost,lost,,slbcr,,incomplete,n/a,,converted,0.58,actual,0.51,actual,,n/a,Macalister/1945,1,11,actual,1,8,actual,0,,n/a,,1,,
CBBRN,3,"first mentioned",1869,"G. Petrie",,lost,lost,,ind,,frgmntry,n/a,,converted,,n/a,,n/a,,n/a,Macalister/1949,,,n/a,,,n/a,,,n/a,,1,,
CBBRN,4,"first mentioned",1869,"G. Petrie",,lost,lost,,fragy,,frgmntry,n/a,,converted,,n/a,,n/a,,n/a,Macalister/1949,,,n/a,,,n/a,,,n/a,,1,,
CBRNW,1,"first mentioned",1718,inc,,"in display",museum,,pilsp,,incomplete,some,,converted,1.47,visible,0.71,actual,0.23,actual,Nash-Williams,4,10,visible,2,4,actual,,9,actual,,0,,
CBURG,1,recognised,1875,"R. Cogle",,unattch,museum,,fragy,,frgmntry,some,,Forsyth/1996,0.24,actual,0.2,actual,0.45,actual,converted,0,9.5,actual,0,7.75,actual,1,5.75,actual,,2,,
CBURG,2,recognised,1875,"Rev. G. Clark",,unattch,museum,,ind,,frgmntry,some,,Forsyth/1996,0.3,,0.19,,0.65,,converted,0,11.75,,0,7.5,,2,1.5,,,0,,
CBURG,3,"non-arch dig",1903,inc,,unattch,museum,,ind,,frgmntry,poor,,Forsyth/1996,0.44,actual,0.26,actual,0.5,actual,converted,1,5.25,actual,0,10.25,actual,1,7.75,actual,,0,,
CBURG,4,"first mentioned",1883,"R. Cogle",,lost,lost,,inc,,frgmntry,inc,,Forsyth/1996,,n/a,,n/a,,n/a,converted,,,n/a,,,n/a,,,n/a,,0,,
CDWYR,1,recognised,1895,"Miss Bowen Jones",,"in display",museum,,pilsp,,complete,good,,converted,2.11,actual,0.61,actual,0.3,actual,Nash-Williams/1950,6,11,actual,2,0,actual,1,0,actual,,1,,
CFERT,1,"first mentioned",1839,"J. O'Donovan",,"on ground","on site",,slbcr,,incomplete,poor,,Higgins/1987,0.76,actual,0.61,actual,0.12,actual,Macalister/1945,2,6,actual,2,0,actual,,,n/a,,1,,
CFERT,2,"first mentioned",1875,"R.R. Brash",,"in struct","on site",,slbns,,incomplete,poor,,Higgins/1987,0.84,actual,0.61,actual,,n/a,Macalister/1949,2,9,actual,2,0,actual,,,n/a,,1,,
CHEIL,1,"first mentioned",1710,inc,,lost,lost,,pilsp,,incomplete,n/a,,converted,,inc,,inc,,inc,Macalister/1945,,,inc,,,inc,,,inc,,0,,
CHFLD,1,"first mentioned",1908,"Rev. R d'A Orpen",,lost,lost,,ind,,n/a,n/a,,Cuppage/etal/1986,,n/a,,n/a,,n/a,converted,,,n/a,,,n/a,,,n/a,,0,,
CHLAR,1,"first mentioned",1869,Prim,,"in struct","on site",,pilsp,,incomplete,some,,converted,1.57,visible,0.2,uncertain,0,n/a,Macalister/1945,5,2,visible,0,8,uncertain,0,0,n/a,,,,
CHUIS,1,recognised,1954,"M. O'Kelly, S. Kavan",,inc,inc,,pillc,,complete,some,,OKelly/1959,1.49,actual,0.36,actual,0.1,actual,converted,4,10.75,actual,1,2.25,actual,0,4,actual,,1,,
CILGN,1,"first mentioned",1855,"J.O. Westwood",,"in ground",earliest,,pilsc,,complete,good,,converted,1.5,visible,0.34,actual,0.34,actual,Macalister/1945,4,11,visible,1,1.5,actual,1,1.4,actual,,1,,
CLARD,1,"first mentioned",1782,"J. Ashworth",,lost,lost,,slbot,,complete,n/a,,converted,,inc,,inc,,inc,Macalister/1949,,,inc,,,inc,,,inc,,0,,
CLASH,1,inc,1956,inc,,inc,inc,,slbcr,,inc,inc,,converted,,n/a,,n/a,,n/a,"Lacy et al/1983",,,n/a,,,n/a,,,n/a,,0,,
CLBON,1,"first mentioned",1949,"C. Rotherham",,lost,lost,,slbcr,,incomplete,inc,,converted,,n/a,,n/a,,n/a,Macalister/1949,,,n/a,,,n/a,,,n/a,,1,,
CLCAH,1,recognised,1909,"P.J. Lynch",,"in ground","on site",,pilsp,,complete,some,,converted,2.08,actual,0.38,actual,0.18,actual,Macalister/1945,6,10,actual,1,3,actual,0,7,actual,,0,,
CLGHI,1,recognised,1967,"B. Raftery",,inc,museum,,slbcr,,incomplete,good,,Raftery/1967,,n/a,,n/a,,n/a,converted,,,n/a,,,n/a,,,n/a,,1,,
CLHEE,1,recognised,1835,"Rev. M. Lane",,lost,lost,,pilsp,,incomplete,n/a,,Power/etal/1997,,n/a,,n/a,,n/a,converted,,,n/a,,,n/a,,,n/a,,0,,
CLMAC,1,"first mentioned",1909,"R.A.S. Macalister",,inc,"on site",,ind,,frgmntry,poor,,converted,0.15,,0.11,,0.03,,Macalister/1949,0,6,,0,4.5,,0,1.25,,,0,,
CLMAC,2,"first mentioned",1909,"R.A.S. Macalister",,inc,"on site",,ind,,frgmntry,poor,,converted,0.22,actual,0.13,actual,0.04,actual,Macalister/1949,0,8.5,actual,0,5,actual,0,1.5,actual,,0,,
CLMAC,3,"first mentioned",1909,"R.A.S. Macalister",,inc,"on site",,ind,,frgmntry,poor,,converted,0.25,actual,0.22,actual,0.06,actual,Macalister/1949,0,10,actual,0,8.5,actual,0,2.5,actual,,0,,
CLMAC,4,"first mentioned",1901,"R.A.S. Macalister",,inc,lost,,ind,,frgmntry,poor,,converted,,n/a,,n/a,,n/a,Macalister/1949,,,n/a,,,n/a,,,n/a,,0,,
CLMAC,5,"first mentioned",1869,"Rev. J. Graves",,inc,"on site",,slbns,,complete,good,,converted,0.48,actual,0.48,actual,0.66,actual,Macalister/1949,1,7,actual,1,7,actual,2,2,actual,,0,,
CLMAC,6,"first mentioned",1872,"J. Graves",,inc,"on site",,ind,,incomplete,poor,,converted,0.25,actual,0.29,actual,0.03,actual,Macalister/1949,0,10,actual,0,11.5,actual,0,1.25,actual,,0,,
CLMAC,7,"first mentioned",1909,"R.A.S. Macalister",,inc,"on site",,ind,,frgmntry,poor,,converted,0.25,actual,0.18,actual,0.67,actual,Macalister/1949,0,10,actual,0,7,actual,2,2.25,actual,,0,,
CLMAC,8,"first mentioned",1869,"Rev. J. Graves",,inc,"on site",,slbns,,incomplete,some,,converted,0.91,actual,0.3,actual,0,uncertain,Macalister/1949,3,0,actual,1,0,actual,0,0,uncertain,,0,,
CLMAC,9,"first mentioned",1898,"R.A.S. Macalister",,inc,"on site",,ind,,frgmntry,poor,,converted,0.21,actual,0.17,actual,0.04,actual,Macalister/1949,0,8.25,actual,0,6.75,actual,0,1.75,actual,,0,,
CLMAC,10,"first mentioned",1822,"G. Petrie",,inc,"on site",,slbns,,complete,good,,converted,1.32,actual,0.74,actual,0.12,actual,Macalister/1949,4,4,actual,2,5,actual,0,4.75,actual,,0,,
CLMAC,11,"first mentioned",1899,"R.A.S. Macalister",,inc,"on site",,ind,,incomplete,some,,converted,0.71,actual,0.5,actual,0.07,actual,Macalister/1949,2,4,actual,1,7.75,actual,0,2.75,actual,,0,,
CLMAC,12,"first mentioned",1822,"G. Petrie",,inc,"on site",,slbns,,incomplete,some,,converted,0.61,actual,0.43,actual,0.07,actual,Macalister/1949,2,0,actual,1,5,actual,0,2.75,actual,,0,,
CLMAC,13,"first mentioned",1872,"G. Petrie",,inc,"on site",,slbns,,incomplete,some,,converted,0.76,actual,0.71,actual,0.1,actual,Macalister/1949,2,6,actual,2,4,actual,0,4,actual,,0,,
CLMAC,14,"first mentioned",1899,"R.A.S. Macalister",,inc,"on site",,ind,,incomplete,poor,,converted,0.41,actual,0.18,actual,0.14,actual,Macalister/1949,1,4,actual,0,7.25,actual,0,5.5,actual,,0,,
CLMAC,15,"first mentioned",1899,"R.A.S. Macalister",,lost,lost,,ind,,frgmntry,some,,converted,0.32,actual,0.27,actual,0.04,actual,Macalister/1949,1,0.5,actual,0,10.5,actual,0,1.75,actual,,1,,
CLMAC,16,"first mentioned",1901,"R.A.S. Macalister",,lost,lost,,ind,,frgmntry,poor,,converted,,uncertain,,uncertain,,uncertain,Macalister/1949,,,uncertain,,,uncertain,,,uncertain,,1,,
CLMAC,17,"non-arch dig",1909,"R.A.S. Macalister",,inc,"on site",,slbns,,incomplete,some,,converted,0.43,actual,0.61,actual,0.05,actual,Macalister/1909,1,5,actual,2,0,actual,0,2,actual,,1,,
CLMAC,18,"first mentioned",1909,"R.A.S. Macalister",,inc,"on site",,slbns,,incomplete,poor,,converted,0.84,actual,0.51,actual,0.1,actual,Macalister/1949,2,9,actual,1,8,actual,0,4,actual,,1,,
CLMAC,19,"first mentioned",1899,"R.A.S. Macalister",,inc,"on site",,slbns,,complete,some,,converted,0.41,actual,0.29,actual,0.05,actual,Macalister/1949,1,4,actual,0,11.5,actual,0,2,actual,,1,,
CLMAC,20,"first mentioned",1822,"G. Petrie",,inc,"on site",,slbns,,incomplete,some,,converted,0.76,actual,0.56,actual,0.12,actual,Macalister/1949,2,6,actual,1,10,actual,0,4.75,actual,,1,,
CLMAC,21,"first mentioned",1822,"G. Petrie",,inc,"on site",,slbns,,complete,some,,converted,0.47,actual,0.33,actual,0.1,actual,Macalister/1949,1,6.5,actual,1,1,actual,0,4,actual,,1,,
CLMAC,22,"first mentioned",1869,"J. Graves",,inc,"on site",,slbns,,complete,some,,converted,0.32,actual,0.27,actual,0.04,actual,Macalister/1949,1,0.5,actual,0,10.5,actual,0,1.75,actual,,1,,
CLMAC,23,"first mentioned",1822,"G. Petrie",,inc,"on site",,slbns,,complete,some,,converted,0.9,actual,0.58,actual,0.12,actual,Macalister/1949,2,11.5,actual,1,11,actual,0,4.75,actual,,1,,
CLMAC,24,"first mentioned",1822,"G. Petrie",,inc,"on site",,slbns,,complete,good,,converted,1.55,actual,0.71,actual,0.1,actual,Macalister/1949,5,1,actual,2,4,actual,0,4,actual,,1,,
CLMAC,25,"first mentioned",1832,"G. Petrie",,inc,"on site",,slbns,,complete,some,,converted,0.74,actual,0.56,actual,0.09,actual,Macalister/1949,2,5,actual,1,10,actual,0,3.5,actual,,1,,
CLMAC,26,"first mentioned",1822,"G. Petrie",,inc,"on site",,slbns,,incomplete,poor,,converted,0.66,actual,0.46,actual,0.08,actual,Macalister/1949,2,2,actual,1,6,actual,0,3,actual,,1,,
CLMAC,27,recognised,1822,"G. Petrie",,inc,"on site",,slbns,,frgmntry,poor,,converted,0.29,actual,0.15,actual,0.04,actual,Macalister/1949,0,11.5,actual,0,6,actual,0,1.5,actual,,1,,
CLMAC,28,"first mentioned",1822,"G. Petrie",,inc,"on site",,slbcr,,incomplete,poor,,converted,0.56,actual,0.38,actual,0.1,actual,Macalister/1949,1,10,actual,1,3,actual,0,4,actual,,1,,
CLMAC,29,"first mentioned",1823,"G. Petrie",,lost,lost,,slbcr,,incomplete,some,,converted,0.71,actual,0.46,actual,0.08,actual,Macalister/1949,2,4,actual,1,6,actual,0,3,actual,,1,,
CLMAC,30,"first mentioned",1909,"R.A.S. Macalister",,inc,"on site",,slbcr,,incomplete,some,,converted,0.48,actual,0.38,actual,0.06,actual,Macalister/1949,1,7,actual,1,3,actual,0,2.5,actual,,1,,
CLMAC,31,"first mentioned",1899,"R.A.S. Macalister",,inc,"on site",,slbcr,,incomplete,poor,,converted,0.36,actual,0.25,actual,0.06,actual,Macalister/1949,1,2,actual,0,10,actual,0,2.25,actual,,1,,
CLMAC,32,"first mentioned",1899,"R.A.S. Macalister",,inc,"on site",,slbcr,,incomplete,some,,converted,0.56,actual,0.39,actual,0.07,actual,Macalister/1949,1,10,actual,1,3.5,actual,0,2.75,actual,,1,,
CLMAC,33,"first mentioned",1869,"W.M. Hennessy",,inc,"on site",,slbcr,,complete,good,,converted,0.56,actual,0.46,actual,0.06,actual,Macalister/1949,1,10,actual,1,6,actual,0,2.25,actual,,1,,
CLMAC,34,"first mentioned",1909,R.A.S.Macalister,,inc,"on site",,ind,,frgmntry,poor,,converted,0.23,actual,0.14,actual,0.05,actual,Macalister/1949,0,9,actual,0,5.5,actual,0,2,actual,,1,,
CLMAC,35,"first mentioned",1909,"R.A.S. Macalister",,inc,"on site",,slbcr,,incomplete,some,,converted,,uncertain,,uncertain,,uncertain,Macalister/1949,,,uncertain,,,uncertain,,,uncertain,,1,,
CLMAC,36,"first mentioned",1899,"R.A.S. Macalister",,inc,"on site",,slbcr,,incomplete,some,,converted,0.71,actual,0.71,actual,0.05,actual,Macalister/1949,2,4,actual,2,4,actual,0,2,actual,,1,,
CLMAC,37,"first mentioned",1822,"G. Petrie",,inc,"on site",,slbcr,,complete,some,,converted,0.88,actual,0.33,actual,0.08,actual,Macalister/1949,2,10.5,actual,1,1,actual,0,3,actual,,1,,
CLMAC,38,"first mentioned",1872,"G. Petrie",,inc,"on site",,slbcr,,incomplete,some,,converted,0.36,actual,0.38,actual,0.06,actual,Macalister/1949,1,2,actual,1,3,actual,0,2.5,actual,,1,,
CLMAC,39,"first mentioned",1822,"G. Petrie",,inc,"on site",,slbcr,,incomplete,some,,converted,0.23,actual,0.13,actual,0.04,actual,Macalister/1949,0,9,actual,0,5,actual,0,1.5,actual,,1,,
CLMAC,40,"first mentioned",1869,"Rev. J. Graves",,inc,"on site",,slbcr,,complete,good,,converted,0.56,actual,0.43,actual,0.08,actual,Macalister/1949,1,10,actual,1,5,actual,0,3.25,actual,,1,,
CLMAC,41,"first mentioned",1899,"R.A.S. Macalister",,inc,"on site",,slbcr,,incomplete,poor,,converted,0.71,actual,0.66,actual,0.06,actual,Macalister/1949,2,4,actual,2,2,actual,0,2.25,actual,,1,,
CLMAC,42,"first mentioned",1899,"R.A.S. Macalister",,inc,"on site",,slbcr,,complete,good,,converted,0.48,actual,0.38,actual,0.09,actual,Macalister/1949,1,7,actual,1,3,actual,0,3.5,actual,,1,,
CLMAC,43,"first mentioned",1898,"R.A.S. Macalister",,lost,lost,,slbcr,,complete,some,,converted,,uncertain,,uncertain,,uncertain,Macalister/1949,,,uncertain,,,uncertain,,,uncertain,,1,,
CLMAC,44,"first mentioned",1822,"G. Petrie",,inc,"on site",,slbcr,,complete,good,,converted,0.61,actual,0.69,actual,0.04,actual,Macalister/1949,2,0,actual,2,3,actual,0,1.5,actual,,1,,
CLMAC,45,"first mentioned",1872,"G. Petrie",,inc,"on site",,slbcr,,complete,some,,converted,0.86,actual,0.66,actual,0.1,actual,Macalister/1949,2,10,actual,2,2,actual,0,4,actual,,1,,
CLMAC,46,"first mentioned",1822,"G. Petrie",,inc,"on site",,slbcr,,complete,good,,converted,0.39,actual,0.37,actual,0.08,actual,Macalister/1949,1,3.5,actual,1,2.5,actual,0,3,actual,,1,,
CLMAC,47,"first mentioned",1822,"G. Petrie",,inc,"on site",,slbcr,,incomplete,some,,converted,0.76,actual,0.51,actual,0.09,actual,Macalister/1949,2,6,actual,1,8,actual,0,3.5,actual,,1,,
CLMAC,48,"first mentioned",1909,"R.A.S. Macalister",,inc,"on site",,slbcr,,frgmntry,poor,,converted,0.38,actual,0.25,actual,0.05,actual,Macalister/1949,1,3,actual,0,10,actual,0,2,actual,,1,,
CLMAC,49,"first mentioned",1909,"R.A.S. Macalister",,inc,"on site",,slbcr,,incomplete,good,,converted,0.61,actual,0.66,actual,0.09,actual,Macalister/1949,2,0,actual,2,2,actual,0,3.5,actual,,1,,
CLMAC,50,"first mentioned",1822,"G. Petrie",,inc,"on site",,slbcr,,incomplete,poor,,converted,0.64,actual,0.56,actual,0.13,actual,Macalister/1949,2,1,actual,1,10,actual,0,5,actual,,1,,
CLMAC,51,"first mentioned",1822,"G. Petrie",,inc,"on site",,slbcr,,incomplete,good,,converted,0.56,actual,0.37,actual,0.05,actual,Macalister/1949,1,10,actual,1,2.5,actual,0,2,actual,,1,,
CLMAC,52,"first mentioned",1909,"R.A.S. Macalister",,lost,lost,,slbcr,,complete,good,,converted,0.53,actual,0.51,actual,0.1,actual,Macalister/1949,1,9,actual,1,8,actual,0,4,actual,,1,,
CLMAC,53,"first mentioned",1909,"R.A.S. Macalister",,inc,"on site",,slbcr,,frgmntry,some,,converted,0.46,actual,0.28,actual,0.06,actual,Macalister/1949,1,6,actual,0,11,actual,0,2.5,actual,,1,,
CLMAC,54,"first mentioned",1822,"G. Petrie",,inc,"on site",,slbcr,,incomplete,some,,converted,0.51,actual,0.36,actual,0.04,actual,Macalister/1949,1,8,actual,1,2,actual,0,1.5,actual,,1,,
CLMAC,55,"first mentioned",1898,"R.A.S. Macalister",,inc,"on site",,slbcr,,complete,good,,converted,1.08,actual,0.46,actual,0.1,actual,Macalister/1949,3,6.5,actual,1,6,actual,0,3.75,actual,,1,,
CLMAC,56,"first mentioned",1846,"G. Petrie",,inc,"on site",,slbcr,,incomplete,poor,,converted,0.43,actual,0.58,actual,0.03,actual,Macalister/1949,1,5,actual,1,11,actual,0,1.25,actual,,1,,
CLMAC,57,"first mentioned",1899,"R.A.S. Macalister",,inc,"on site",,slbcr,,complete,some,,converted,0.61,actual,0.43,actual,0.05,actual,Macalister/1949,2,0,actual,1,5,actual,0,2,actual,,1,,
CLMAC,58,"first mentioned",1869,"M. Stokes",,inc,"on site",,slbcr,,complete,good,,converted,1.14,actual,1.14,actual,0.11,actual,Macalister/1949,3,9,actual,3,9,actual,0,4.5,actual,,1,,
CLMAC,59,"first mentioned",1872,"J. Graves",,inc,"on site",,slbcr,,incomplete,some,,converted,0.66,actual,0.69,actual,0.09,actual,Macalister/1949,2,2,actual,2,3,actual,0,3.5,actual,,1,,
CLMAC,60,"first mentioned",1822,"G. Petrie",,inc,"on site",,slbcr,,incomplete,some,,converted,0.56,actual,0.76,actual,0.09,actual,Macalister/1949,1,10,actual,2,6,actual,0,3.5,actual,,1,,
CLMAC,61,"first mentioned",1872,"G. Petrie",,inc,"on site",,slbcr,,complete,some,,converted,0.91,actual,0.72,actual,0.1,actual,Macalister/1949,3,0,actual,2,4.5,actual,0,4,actual,,1,,
CLMAC,62,"first mentioned",1899,"R.A.S. Macalister",,inc,"on site",,slbcr,,complete,good,,converted,0.64,actual,0.84,actual,0.11,actual,Macalister/1949,2,1,actual,2,9,actual,0,4.5,actual,,1,,
CLMAC,63,"first mentioned",1909,"R.A.S. Macalister",,inc,"on site",,slbcr,,frgmntry,poor,,converted,0.23,actual,0.15,actual,0.11,actual,Macalister/1949,0,9,actual,0,6,actual,0,4.5,actual,,1,,
CLMAC,64,"first mentioned",1822,"G. Petrie",,inc,"on site",,slbcr,,incomplete,poor,,converted,1.02,actual,0.83,actual,0.05,actual,Macalister/1949,3,4,actual,2,8.5,actual,0,2,actual,,1,,
